label,text
Electrical,between to garden not working since kindly arrange to repair
Traffic,subway is again closed with this is the second time i am raising same please
Stray Dogs,kindly refer to my old complaint which you have closed without the issue token w in our area every month a female dog birth to
Garden,dear sir please cut complete tree which is in front of our society main are coming exactly on main entrance road which is vision not able to see while entering in society so please cut those as early as possible to avoid please act on this close issue after completion of work society r euphoria opposite factory
Garbage,garbage bin is kept in open within residential this is causing health to lots of mosquito and are breeding the complaint was raised mr it please take necessary
Encroachment,construction of my entrance is also blocked by construction of iron needs removal of the same
Health,by pass road overflow which lots of on the please help to resolve the issue as soon as possible by some cleaning mechanism and make road again for
Garbage,it is not since could you please clean
Stray Dogs,stray there are many dogs which are nuisance to the they are barking and to attack people as this mostly in the night this been to your ward office however not action is taken till request you to understand our serious which can be harmful to the and take a prompt action and resolve the at the
Garden,the curious case of the dead on road why so
Electrical,dear mr i am at lane no following are faced by all the street light street are on for one day and off for days so it work to days in a month when they are on they only works for few and are off for maximum its very dark and at the night time without this is happening for past except our lane all the other street are working absolutely
Road,school
Drainage,drainage line
Water Supply,water leakage on joshi telephone exchange bandhu repair of wastage
Health,since last one week some one burning the waste and we are facing health trouble and environmental request please take necessary action on
Drainage,the nullah next to our society been due to drainage from other nearby due to which it also become breeding ground for i request you to take necessary and issue to the concerned and stop drainage water in nullah as soon as mrs chairman
Water Supply,is getting water at very low we dont need water twice a day but once day at least give good pressure do something about thanks
Electrical,are not
Building Permission,mr he is start unauthorized construction floor please stop the work immediately
Garbage,massive garbage dump in front of clover on
Stray Dogs,r u waiting for to happen a man today would someone
Road,to of not visible at
Electrical,road to from no
Road,road to from no footpath
Drainage,the drainage is overflowing near the entrance of the ward please make urgent
Road,road to from no
Garbage,of throwing garbage in the open plot near aura society health please send garbage collection squad to clear the
Electrical,going from to the on the of the road are not
Stray Dogs,we have repeatedly brought to the notice of your and concerned people about the severe problem we have been facing of the stray dogs which are in no of say to in all roaming in our surrounding area since last couple of the situation is getting worse than ever before and this may cause serious trouble to the health of people especially and old age and and related accidental damages like kindly look into the matter you may contact any member of the our society and neighboring society as well in this
Drainage,drainage line chauk up
Road,drainage che
Encroachment,encroachment everywhere on towards orchard covering half of the no road safety
Traffic,hi the road near petrol desperately needs a traffic signal to the absence of traffic becomes difficult to judge and cross the dangerous for local to are no check the area and along with the traffic have a safe zebra crossing
Electrical,are on the main road in road in front of hospital road from where the slope after the chowk signal while going towards railway
Road,the road from to chowk is highly
Garbage,urgent remove debris as early as possible due to mosquito problem tell to work contractor dont do again
Road,i am facing road problem since last always repair road but not thinking to renew it i am talking about old last time your executive told me they will solve this problem soon after water line installation but water line installation work is happening from last and their is no any footpath to walk senior and school kindly do this work as soon as thank you
Water Supply,pani yet
Water Supply,water leakage due to construction of
Water Supply,of residence
Water Supply,no water supply for days
Electrical,one light is not
Road,huge speed breaker are newly near and total speed on this small stretch of from to circle is around all of them are excessively people daily on this stretch will get back problem for there any way of the speed apart from building huge speed
Garbage,there are two big garbage near cosmos bank in the area around the are full of it also smell bad and please try to keep the area around garbage
Road,please repair the road
Road,man hole on foot path repair
Road,road please see state and arrange
Water Supply,road need to be reconstruct as there are multiple and digging done for water pipe
Drainage,padle
Electrical,university street light band
Electrical,road te squadron leader road ya street light band
Electrical,h t road street light band
Electrical,and hotel ya street light band
Electrical,road street light band
Road,height
Stray Dogs,hot
Drainage,sewage being send to builder mosquito and dengue done by society committee intentionally maintenance all are to take urgent
Health,sewage being send to builder mosquito and dengue done by society committee intentionally maintenance all are to take urgent
Road,on road in bag there is open well on the road this well almost of this well is open and construction of was then abruptly it is this work is taking much longer time in many are are breeding in the
Encroachment,on
Drainage,drainage che open
Encroachment,on municipal
Building Permission,respect sir their is an encroachment of on road leading to no taluka opposite it park gate main road the road for no is for off which the shanty of tea hotel have come up in last month of november in the are for ladies and kids this part of is smart city the whole area is well with of local will be very thankful to your department if some permanent solution is provided to the residence of no and residential living on that you in samir pingle
Health,waste let out in the open causing foul smell no proper drainage in the labour colony next to marvel
Stray Dogs,we are living at building colony near college is one dog that that dog had so many so i request you to catch that dog or
Water Supply,road
Road,construction of road is pending from last
Road,post of between landmark garden society main gate and school is full of and dangerous for so many young kids the same to go to per initial care had they will fix post it is post monsoon and yet no fix
Road,some part of the road regular between rahul this is risky for the to skid and cause a major accident during traffic please repair that patch of the road as soon as
Electrical,the traffic signal at office square not working i a short green then again goes to red sometimes goes off during the red signal this is causing a lot of confusion with the vehicle and can cause please fix the traffic signal
Electrical,street are not from two its very dark and difficult to walk on the kindly address the
Water Supply,we used to get water supply from for four now the timing been to start from to this is insufficient for our water supply can start at but we must get it for four also we are not getting water twice a day as recently decided by
Electrical,housing society sus road
Road,padle ahet ya
Garden,in divider grown very blocking view while taking
Road,thanks for your the road against my however road divider and road marking white are not please do on
Road,such amazing quality footpath on past yet it
Stray Dogs,stray dog problem in stray dogs barking whole night continuously disturbing
Property Tax,complaint property property please
Garden,as per as citizen on the above address there are some big and citizen want to cut this
Garbage,vehicle no am near maratha chowk road going to my no trucks carrying on without garbage was from all sides in presence of on the vehicle
Stray Dogs,stray dogs in the from welcome hall till garden impossible to walk this distance during evening and at night
Traffic,because of the non functional bridge entire parking of two have come to our building gate huge inconvenience to take out our
Water Supply,water supply since two is very kindly do
Garbage,garbage is being and near complex bank road it now big garbage
Road,drainage che ya
Stray Dogs,near our house about stray dogs are this is very much risky for us to drive at night whole day dogs keep on
Road,coffee day lounge on by tar no action since of
Road,there are many on road making it dangerous to
Water Supply,pani yet
Garbage,garbage overflowing and are facing health issue because of corporation garbage collector burn the garbage in same area which bad smell smoke which trouble all the clean this area and take strict action against people dumping garbage here
Garbage,from where this is being brought no idea maybe you can find fix and no about the work anywhere
Water Supply,theater sai trust pani jat ti ca
Road,sir i am in area for the past considering the population and coming up this area no road is done over many are also present and many more are coming over this area are really facing a tuff you
Drainage,storm water drainage bent broken for many road bank of training
Drainage,have already however they said we are coming and said it been resolved bit you can see it still havent the previous id is and in it it been you please check and resolve
Traffic,can you help tackle this menace at this photo was taken this morning at we have lots of in the
Health,in company at person at the reception fake medical for the tax return scheme of the till date about fake medical have been it is my humble request to the police to look into this matter
Road,kele
Water Supply,water supply pipeline is broken and builder is informed and water department also informed then also there is no lot of drinking water is i hope without any more will there
Stray Dogs,there stray dogs causing lot of problem and noise please look into it
Stray Dogs,this is rajeev from la society road there are a couple of stray dogs in our area which are causing for in the they are growling and barking at the we are also not aware if they are or may i therefore request to get these dogs picked up from our
Encroachment,please take action on garbage scrap shop near near model many times we complaint but we think there is a corruption in accident may be happen because many times road blocked by the garbage please take legal action and protect law and
Water Supply,is the below news applicable estate as we r still getting water on alternate days
Road,i am resident of area no we dont have road of our building arena near from last it was suppose to have road but help as we local corporator all but no
Road,after so many raised in last year finally road department made new road in lane of natraj society on th but before that one month ago water department laid one new water pipeline in lane but they did not made any with individual nor a at the end of the pipe is exactly in front of my house in entire one and the most funny part is after road is done on th january water department that we have a unique to install a on newly pipe next day after new road so water department dug up again on january exactly in front of my house for please do the of road in front of my house plot natraj society i want this work should get done within next days otherwise i will raise this issue in and media and also to of no within and bad i have already taken some of the same and i will circulate via social media it this work not finished within next due to this problem of digging in front of my gate i am not able to take out my vehicle at
Health,token
Road,d p road near petrol pump and church new footpath on road is by and garbage is strewn over some
Water Supply,to near surya hospital
Electrical,this is to inform you about the street light are not working from few days in our its dark on street because of light went kindly take an action regarding the forward for your prompt response
Drainage,bypass road plaza line water drainage smell all
Electrical,previous complaint is wrongly closed by and similarly complaint w is closed wrongly saying work as of electrical pole box in the road in front of krishna hotel chowk and at corner of hotel is not done and blocking of half the road work is to be by side as it is related to blocking of road and request to be made from side for shifting the on road footpath with necessary of and as before construction of road unsafe electrical installation are to be essentially necessary action is from to clear this spot from blocking of road due to distribution as this road is heavily traffic crowded throughout morning evening peak
Road,road leading to from where this debris is being brought no idea maybe you can find fix
Electrical,w resolved but now led light stopped ref complaint w
Garbage,internal road is full of litter and no worker spotted in the inside they only clean one lane of sapling not
Stray Dogs,there is stray dog menace behind my can you please take care of soc
Road,i had raised grievance w for providing a speed breaker at near pristine pacific phase on road near however my grievance was closed without taking it become dangerous to exit the road towards pristine pacific due to oncoming speeding are happening and this issue is becoming more dangerous day by i request concerned to put speed breaker at the
Water Supply,it was declared two times water but last two days only at night water is there in college
Garden,hello our society is a big partially fallen down in last rainy now it is about to fell just next to tree recently one house is will be dangerous if that tree how can we remove that tree completely without any
Water Supply,my first complaint is work is not request you to keep complaint open till it
Electrical,street light band hi
Garbage,close
Water Supply,pani
Garbage,garbage remains on the footpath and on the slope towards the continuous burning lot of polythene along the road side near the end of the people throw it in already burning garbage and it on burning this toxic i have been writing for last one year but the problem is not getting the place become garbage dumping ground and the trash is kindly ask the concerned person to get the fire extinguished on the slope of the also ask him to keep it clean on daily basis so that garbage accumulation and burning can be i hope you take it seriously and do the
Water Supply,token not these pipeline not my pipeline on officer not cheat the water till now spreading on public your no one of the officer visit the
Electrical,total street are not working on you are doing good
Electrical,light
Electrical,street light band
Road,i hope comes under the of entire are at there worst are not even suitable for
Electrical,two of the street light not working on lane no of no kindly help
Drainage,broken drainage are lying on the road since last
Drainage,the drainage chamber is broken and sewage is in
Garbage,chi lorry road ani che ghan pani he
Traffic,parking not since there is are not been nor the government is taking action no police is available there
Health,sir the complaint is about some of our colony and saraf and their are keeping dogs and they make their dogs urinate and potty on the narrow road that we live this is really annoying as road is narrow and whenever a car goes by we need to stand and it a lot we a few times but it did not request to handle
Drainage,sewage on road next to city still in deadly situation is same deadly pot
Drainage,chamber cover broken in front of no
Encroachment,to walk in galli road like own
Water Supply,daily water at margosa due negligence anybody
Garden,there are some which we want to cut of few in our society and few of in adjoining building
Garden,tree off road in at the entrance of goodwill enclave building is completely termite and likely to fall causing damage to life and property of the tree needs to be removed
Road,at bypass chowk at service road of main
Stray Dogs,please catch take stray dogs along with it is not safe for kids to walk on please try to cover the entire area request you to please dont give excuse that the dogs are coming from other
Drainage,drainage
Road,dear sir you to please arrange to make necessary arrangement to repair internal road approximately attached with main road address given here om shiv chawk road no g thank you with regard
Stray Dogs,dead in accident to on road
Stray Dogs,uncontrollable movement of dogs in and around the apartment is causing skin to the of our and from at least are facing skin undergoing medical treatment in our this apart from usual fear of dog people have to live
Road,zebra r on may b on many u write story on
Encroachment,dear madam this is from i am doing my business at name as swaraj electronics in front of my shop there are few doing their business after we and our are facing so much from like on so we request you that kindly look into this and help are given swaraj electronics sundar no road near factory
Water Supply,main road waterline spread in main road
Garbage,unknown people have thrown garbage on road especially behind lettering all around and not by road cleaning person even it is visible and
Water Supply,water is coming slow
Traffic,traffic signal at city main gate are not due to this tend to break the there is a high potential of accident happening until all the signal are checked and on more than one occasion i barely was saved from accident due to traffic signal light being un functional on account of lack or poor request kind and urgent attention in the traffic signal at city main
Road,dear grievance token is closed by this is long term this is regarding above message which i got against my had it been any complaint by any political person same answer would have been given which i would like to now the of also declared of work execution is as good as it is proven that either nothing to do with despite follow up no solution for pathetic and
Water Supply,again and again we are facing low water pressure also the water timing is normal water supply start time is but it is not yesterday water supply at water pressure is also quite
Road,this is my previous letter i would further like to bring to your notice the said toilet block was built ago with hutment and ganapati in hutment was to present day park in which ownership with bath to the hutment accept for a few adjoining all of ganapati now have their own in last and as such the present location of toilet block in between park and park should be further by providing footpath on at least one side of each of the bifurcated bypass between road and university road traffic for the and of the area can i hope the above would be given due consideration and further request you to please expedite necessary to deal with ever increasing traffic rahul park
Health,and their lovely kids unhygienic condition
Road,when the repair work wa the contractor did not bother to put back the as a result in the evening two use the footpath to there are a lot of where the broken as a result two have easy access to the either construct the continuously and install additional to prevent two easy access to the raise the height of footpath to
Road,the footpath is lying in this state for many very unsafe for all over this stretch there are where the footpath is in bad at some it is in a very good condition but then there are where it is in bad
Building Permission,on municipal water drain one person mr built on the street light poll been badly due to it will cause any and another person mr built staircase in the road side its a old road to my plot which two person illegally built staircase and in between i am you kindly take quick action on the illegally built encroachment on the road
Water Supply,from last days we are facing low water pressure problem in our so please identity problem and solve
Stray Dogs,lots of stray dogs behind our they keep barking and at night and early request you to please take care of this
Road,the stretch from water tank or bombay colony to always a nuisance for as there is always repair work and there is no road left wherein this road is a bus route of and busy all the i saw making facing while driving from this no one is interested in the road but even if this road is the next day you will start digging i dont what precious metal is underneath that always need to i am and by visiting and hope that will action in the same way like how the is please look into the same at and please do not allow to dig this road or charge please do not do patch work it is as good as not doing anything on that please assure us that the road will be and digging activity will be stopped henceforth or else us give us a list of that will give comfort on current conditional it is in interest with local and daily
Drainage,dear sir madam myself ambar classic i am at ambar classic near chowk building we would like to bring to your notice that since last few drainage water from adjacent area coming surrounding to our society this is very unsafe and unhygienic as this could to produce or spread dengue not only in our society but also in surrounding on behalf of society hereby i request kindly take the proper action to the drainage water or to remove choke up on your urgent attention to the matter would be please refer attached for more
Health,serious foul smell coming from open drain in open plot where all hotel are drain sewage food wastage unhygienic please support help to keep area clean
Traffic,hi there are small on bridge while going from to please close these do same work which was done for in front of shell petrol do not do patch temporary
Water Supply,pile line leakage
Traffic,there are few like relief medical bank and some traffic police always up and on there is no board in this whole stretch of it is absolutely must to have it at where there are
Garbage,garbage are scattered unpleasant smell near society
Electrical,street light not working from last one
Road,chowk sri krishna chowk chowk road towards khalsa all raised pedestrian crossing in
Road,there is big pot kindly resurface
Electrical,street light is not
Garden,i had given complaint regarding jack fruit tree with form to week i checked personally at garden department the were not in warded till i personally him from told he will issue the letter on now he is not up the phone and letter is not in second problem is dangerous coconut tree permitted for removal by but not by garden department removed till date of coconut tree removal have not met the letter applied on tree is removed by mrs who is owner of the tree not willing to remove the said that work should be done by as he was authority person at that then shift back to area as is giving poor
Water Supply,water supply from since last days
Drainage,due to lot of new toilet connection in our under contractor did not provide gas pipe to any single toilet due to this very bad smell spread in and around premise which is very dangerous for health of try to solve my
Road,there is no footpath available for to walk on marigold complex if we walk from d mart till gold chowk there is no footpath and to add to the problem many are there causing more traffic and problem to can you please create some walking space by building a footpath and not to park on the road at least during peak a picture to show the everyday
Property Tax,old token no w is problem been not i application form dhole office tax property receipt mention ward is dhole and previous token feedback office application form on office its ur responsibility are to take file and this lata
Garden,dry falling on drive dangerous it will fall on senior or
Garbage,in the morning i was dropping some garbage in the trash put by municipal but your waste collector arrogantly and said that is no place to put the waste go find some other i was in very hurry for the office so i multiple times that to let me put it but she allow i had to drop that carry bag of waste in my dust i can identify that lady on she was mad because instead of paying her to collect the trash i was it there my they insist on getting monthly service of for garbage is this how we can make i could have it on the street but i was being responsible citizen and i request you to instruct your to be responsible for their please reply to this in case you want to solve this issue so i will provide you my phone
Drainage,sir our office and showroom is at royal classic road on colony for last one month laying of drainage line and rain water line is going on and the contractor have road right in front of our for last days the drainage and water drainage just opposite our showroom are open and foul this is a serious health hazard for people working in this the man are open and are serious danger of somebody falling into it and also causing drainage man whole cover been lying next to the however since yesterday it is missing and we understand the contractor taken it away to fix it at some other the approach road to our showroom is also blocked and as such we dont know where to park our the entire area of colony become filthy and causing great inconvenience to all the i request your to kindly look into the matter and give suitable to do the
Drainage,drainage line pani road
Water Supply,manhole cover may cause fatal from last so many days no hope engineer taking round on if they why road not been on emergency basis
Garden,sir i have been frequently writing to you in which are close to my soul and i feel disturbed when the are sometimes i live at park which is off road at today morning i was to see a few people from the chopping the of a completely healthy when i tried to intervene they told me that our in flat no on ground floor taken the permission firstly i would like to know when some permission is for trimming of the of any which was almost does someone come and authenticate that the are hanging dangerously and thus need to be chopped off secondly does it not need from in the lane and also the building for such a drastic step this tree line in our lane to the beauty and serenity of our it broke my heart that there were these going chop chop and now in place of that tree there only a when i the just out and said that i need to worry cause this tree would grow back in how insensitive is this tree must be standing there since and was a delight to hear the chirping of the and the green foliage and the dark orange the shade under that tree and the rustling serene sound of the breeze flowing through these leaves gone in one afternoon this is just because someone does not like leaves falling off the and lying strewn on the road out side of their i am truly distressed that should actually permit to cut off a majestic tree and leave it as a stump which now out like a sore thumb a very distressed citizen mrs k
Drainage,line overflow
Electrical,sir i am taking this liberty of writing to you and your address is to the kamala park being by the group of we the of this area compliment the group for the care you r group been taking of the kamala we only wish to bring to the notice of the group the sad state of the toilet maintenance in this there is a nominal charge of per person making use of the toilet in cash to the who on a just at the toilet entrance and people do not mind this the are usually without any cleaning without any water and have a very bad if the group is taking care of these as a part of the kamala i sincerely request that someone in charge of this area should visit to assess the status of the this mail be kindly to the right person as i do not know from the as to whom this should be we once again compliment the group for the kamala park care taking thanks and
Electrical,dear sir since the grievance system is not working for i am writing to you this the street on the path opposite park are not it is also strange that on some nights they do work but on most nights the road is totally we come under the road ward of the can some one look into this on a priority please thanks and
Traffic,as i raised ticket now it say closed without providing
Drainage,grating steel covering on man hole is much higher than road please bring it down exactly to the road even road surface is at signal
Electrical,led
Road,led
Garden,g p garden garden lawn drainage line is below lawn level causing all earth soil is getting washed out when they water a lawn and
Drainage,drainage line overflow
Road,all sewer man on road are much much depressed and lower than road which are causing displeasure while it may cause please bring man hole exactly to the road
Garden,sir we have knowledge of tree cutting your notice pasted on the on we hereby object this tree cutting proposal we also request you to call public hearing of this tree cutting we also understand that a is on this it is not clear why have to be cut when already the road space will be used more efficiently with the city should not opt a wrong option of cutting and making more space for motor resulting in more pollution and unsafe to we request to arrange a public presentation and hearing of the road design at the with the road street design committee and various thanks and
Encroachment,a is in to theosophical no one is to do so in please take necessary action i will post u snaps of him on
Encroachment,bus stop te chawk hot
Health,complaint
Water Supply,since last thursday water are very low water many times water pressure is instruct the lineman to open adequately so that water pressure is
Water Supply,there was water for times but only for and that too with low
Encroachment,i live in lane in recently there have been new hospital hermes residential come up in the same as a result of which there have been multiple wheeler in the same lane which is up to the already from in the this a lot of commotion and traffic in the lane i am not sure if a option can be in that lane with a person manning the parking instead of keeping a free parking that lane multiple residential and these are lot of please do the
Garbage,this is to bring to your notice that the narrow road in front of the toilet here is often with water from the toilet block and the open urinary block adjacent to the main toilet block which is poorly and in a dilapidated often inconvenience to the in residential further along this narrow the garbage bin in front of the toilet on the road with no proper footpath on either side it difficult for during peak of wheeler traffic going from road towards university through the bypass i request the authority to kindly resolve the issue by providing alternate toilet block and place for garbage bin in an open space on main road opposite or elsewhere and reduce i once more request you to do the rahul park
Water Supply,water pressure is very low and should never adequate for society
Water Supply,water supply inadequate in spite of water situation
Traffic,pedestrian crossing at chowk is difficult and do not obey traffic an overhead bridge or subway crossing is for
Drainage,drainage cover is due to which unable to drive a wheeler vehicle safely and play around it which is a
Building Permission,krishna and vantage near axis bank have illegally on our property by extending the shop and opening operating from morning to late please kindly take
Electrical,street light near corporation school to society not working form last to days please make it functional as early as possible
Encroachment,all foot path is by local trader by their material on foot no space to parking is big
Road,no foot path available from chowk to gate
Water Supply,pani ale
Garbage,jat
Garbage,garbage not from to days so please solve this
Electrical,address is incorrect in electricity consumer number correct address society flat no road
Road,complaint was closed without action telephone not in your where i clearly stated to escalate the matter to next level
Electrical,new street to be on our lane at the start of the few other street are already only new
Electrical,street not working since
Garbage,rada is thrown by the people after building and it is thrown in playground where no one can see it there was the they have just did their part which is on roadside please have a look at this issue which i am trying to solve by speaking to many people believe this time they will help
Garden,of the can fell on in the ground near my home
Encroachment,old passport office chowk s b people park reckless on both congestion at signal need to always at wrong side while going towards symbiosis from
Electrical,street light in front of our society not on
Garden,mango tree need to be cut
Electrical,fix the street in ganga terrace
Garbage,road not garbage
Health,behind trash burned
Property Tax,received bill and but order us not bill the is stated as instead as please
Property Tax,your are not cheque they are for cash payment
Health,public toilet line are so please solve this
Building Permission,use of residential flat and garage for commercial purpose in residential zone bye and municipal bye
Property Tax,request to change owner name on tax change name from to for tax of
Property Tax,remove name of sanjay from and sanjay shown document to here i have orignal of my name so i request to see after that and verify that and remove the name of sanjay from and
Health,a new dustbin been in every day i see that the garbage collected is set on fire and the entire area and please look into thanks
Electrical,the pole of light are working but no
Water Supply,our society is not getting adequate water we are facing due to shortage of kindly look into same
Encroachment,roadside are setting tempo n fruit in parking and telling us to park also to damage
Garbage,what we need is just a dustbin as are spreading in surrounding area pin code
Garbage,there is garbage outside my shop everyday which is not picked up on everyday the garbage stays there till clothes bazaar
Garbage,close
Road,the road is narrow plus the dont follow some drive on the rightmost drive on the leftmost they park the bus on middle road also there is too much waste space which can be to build and widen or better solution would be to assign a different road to if alternate road is bus emit a lot of do ensure that it does not
Garbage,hi team i have been chasing ward office through different point of for up the dead pig behind my building but no one to be could you please review and do the needful on priority today
Water Supply,we have been very low supply of water since last out of the we are only also the pressure is very low which in hardly of the tank to be
Building Permission,near gym
Road,the lane where i stay is in pathetic been dug and have not been since a long faced severe during the the concerned team several times but the issue is still not are two under construction in my of v and fitness concrete and is always kept in a condition which the lane making the lane more level up the lane and let the construction site be informed not to spread the concrete on the walking you in
Road,require speed breaker in front of indian overseas bank road
Garden,in park in ram colony some equipment is broken and to be
Road,on road the sign law college at a point which is one similarly road are in same
Electrical,street are switched off when it is still
Building Permission,i copy of below property part commencement certificate no final commencement certificate no date sheet no architect name associate builder name builder property add survey no bus sweet
Road,as per the previous complaint and w no parking are at spot near exit gate on road side line outside of colonnade heritage society as are regularly making blind turn for moving out of gate towards lane spot no parking are along paving road side margin along sky station building lane road as per the reply for complaint w from informed that no parking are at corner of legacy hotel but the complaint is for lane road ahead towards colonnade also the board near legacy hotel is to inside as are still at blind are abnormal given to in this residential area which cause regular due to parking of of building and hotel also which block this lane road daily hence no parking to be essentially please call on
Drainage,please stop
Electrical,lamp are not working near s p college back make functional
Encroachment,there are lot of and they block the traffic and many stop by traffic flow is disturbed
Electrical,street in lane near are not
Water Supply,the water supply in our society is not adequate and the water pressure is very low
Water Supply,laine leakage ya
Stray Dogs,lot of stray dogs in and around difficult to walk at
Health,my grievance was wrongly not been urgent need of as are in menacing and risk of to many senior in investigate negligence in my grievance and urgently undertake
Drainage,please refer token no w the sewer pipe not been so sewage is still flowing into the canal causing serious health kindly do the
Garden,this tree is becoming home for bats and the and grown taller than the top portion needs
Water Supply,ya
Water Supply,water connection been taken on road in lane near
Stray Dogs,many dogs nuisance
Building Permission,criminal breach of trust flat link road
Water Supply,low water supply
Water Supply,very less water pressure since many days in margosa
Road,road surface level
Encroachment,cart is on the road day and ganga dam chowk road going to upper super accident prone must be
Health,road is not road lots of garbage and
Road,only half road is with concrete half road is
Stray Dogs,dogs are still near tour and board colony lane airport road
Road,w was nothing over a mr for its more than month pedestrian walking road outside building was under construction from more than some amount of work is done and contractor left over pending work for to some are on road some material is on road some are in final we are left with please do check the amount of work done amount of material on it and help this poor
Water Supply,low water pressure resulting insufficient water supply
Drainage,token w and w drainage overflow again cause lots of dirty water on the just visit by yourself and see the work should be done with some need to inquire why job not resolved the action should be taken on culprit so that like this does not appear in
Drainage,token w and w drainage overflow again cause lots of dirty water on the just visit by yourself and see the work should be done with some need to inquire why job not resolved the action should be taken on culprit so that like this does not appear in see the attached as
Water Supply,low water pressure and inadequate supply
Road,location
Drainage,drainage line tari drainage line
Encroachment,chawk te chawk ya application ya complaint
Water Supply,dear sir this is from margosa in per the information provided by the facility management company of more than for this association so far for the of inhibition by the an approximate calculation of requirement member for such association of around however we have been not even of the said amount due to complete negligence on part of and by your local staff by at the there are major in the association and at times there is no water for drinking as well due to this by local ground staff by to manage the local water management in and nearby the two staff currently being on their respective mobile to communicate such are below apart from the officer who are not paying much heed to these balu i am not sure why we are currently facing major of water even in spite of more than monsoon declared for appreciate if you could look into this and taken necessary action to this in anticipation of positive action and response to this and thanks in advance for the warm
Drainage,i live in yeard front of my house all drainage water is linkage water is coming out water is smalling vary bad we are unable to in one small baby year his not filling well because of water please take strike on it
Encroachment,can we have some tables on the road sharada center to cater to all the operating by the
Road,road dug up at junction of park lane and in please fix with
Building Permission,flat no made illegal construction by breaking their living and building a extended balcony which is x increasing of his also done damage to external of the building by breaking the and building the balcony is also build by breaking external kindly you to take strict and them to remove the illegal is a threat to the
Road,speed ya
Garbage,dear sir we are should visit to our society at least once in week as we are dumping our garbage on another
Encroachment,is lying untouched for on link road in front of peninsula society blocking pedestrian path and public please remove
Water Supply,there is leakage at joint of main line and line to my water is flowing on
Water Supply,we are facing very short and low pressure water supply since last one month and very severe problem in our society residence it is our humble request please kindly resolve the issue and seeking your kind
Water Supply,water meter is not
Electrical,street outside stadium are not stadium road to last time i have raised the complaint and w but street was on only for week later on it was again off in raised below but street are not after w
Health,i have sent letter to on of our area assured to solve complaint from but no was done on the backside take urgent action side and trouble it is necessary to keep clean and
Water Supply,limited water supply
Road,ya
Water Supply,pipe is wasting from three days
Water Supply,very low water supply
Water Supply,water is coming extremely low pressure and less amount of time as this society is received water is not even of the basic please look into the
Water Supply,sir for last days the water pressure is very low and supply of water is about
Garbage,area between and primavera main entry gate is very dirty and not on regular open space surrounding primavera is in bad situation and garbage not get on regular is causing health to all so please take action at the to clean
Water Supply,low water supply to society
Water Supply,low water pressure from last
Water Supply,low water pressure from last
Water Supply,very less water supply with low pressure in the society so no
Encroachment,i am resident of we are facing traffic jam from bridge to ganapati stand on daily basis due to below there are no over parking on people park their in improper way unauthorized six are driving like anything and i think their validity is already still it is running very very low space at stand to park the which leads in traffic jam in this area there are many illegal on road side as well as illegal due to which the are blocked
Water Supply,we are not getting enough water in our we pay our we still depend on the quality of water too is very very
Water Supply,no water supply in our society
Water Supply,society of flat is getting very little everyday are should get the minimum per family supply on daily please look into this thanks
Water Supply,very low pressure of water in margosa height society
Water Supply,low water pressure in society
Water Supply,there is no water by since days and now we do not any water for please resolve
Garbage,the road are sweeping road and burning garbage besides the my are scolding with me for burning garbage near their kindly inform the to carry the garbage in some when i told a sweeper to do said that they dont have a vehicle to carry
Water Supply,very low water pressure in our society
Water Supply,is very little when there is good mansion no shortage we are still facing water even at peak summer season we used to call as property tax payer each house is to but we are getting only
Water Supply,low water pressure to society
Water Supply,we are getting very low pressure water
Water Supply,the water supply been very low and erratic in the entire sometimes we dont get water at it is very difficult other little and elderly people at i request you to please look into the matter as soon as you
Water Supply,we are not water supply from at all since even if we do receive the water pressure is very we have to depend completely on tanker we had already about it we will have to escalate this further if we do not receive permanent declared they will release water twice in a day and we are not water even once in this is totally not acceptable
Health,hi i am about water seepage there is a seepage in my parking i am following the house owner to solve this issue from last but issue is still too much water coming down in my parking roof can fall down any you can see in the below house owner is not taking any action after many i have seen frog and snake in my parking causality may happen any time by biting of snake or roof can be fall down any please send notice to house house owner are name rajendra add banyan tree borate
